"","Date_Hour","ID","temp","humidity","Latitude","Longitude","Pressure","PM1.0","PM2.5","PM10.0","PM2.5ATM","corrected_PM2.5","t1","logPM2.5"
"288729","2019-01-15 19:00:00",3329,78.7058823529412,33.2058823529412,37.11881,-120.74453,1006.3503125,4.40433823529412,6.06813419117647,6.67964154411765,6.06813419117647,6.07056113970588,14.7916666666667,1.80345104556074
"282723","2019-01-15 11:00:00",8094,48.8,47.4,38.743015,-120.72985,801.774,1.711,2.953,3.424,2.953,3.228892,14.4583333333333,1.1721390443292
"273178","2019-01-15 00:00:00",15715,50.8222222222222,65.4222222222222,38.605602,-120.71307,943.332222222222,0.213777777777778,0.553666666666667,0.638777777777778,0.553666666666667,0.436148,14,-0.829773643691779
"274007","2019-01-15 01:00:00",15715,51.4888888888889,63.7555555555556,38.605602,-120.71307,943.324666666667,0.0812222222222222,0.281888888888889,0.384888888888889,0.281888888888889,0.435736444444445,14.0416666666667,-0.830717703627116
"274832","2019-01-15 02:00:00",15715,48.7777777777778,63.8444444444444,38.605602,-120.71307,943.435777777778,1.56755555555556,2.36933333333333,2.54722222222222,2.36933333333333,1.521984,14.0833333333333,0.420014746900663
"275650","2019-01-15 03:00:00",15715,47,64.8888888888889,38.605602,-120.71307,943.242444444444,2.76788888888889,4.60866666666667,5.07288888888889,4.60866666666667,2.606408,14.125,0.957973028228643
"276461","2019-01-15 04:00:00",15715,47.3555555555556,65.8222222222222,38.605602,-120.71307,943.042666666667,1.679,2.71811111111111,2.97577777777778,2.71811111111111,1.53623688888889,14.1666666666667,0.429335847371137
"277269","2019-01-15 05:00:00",15715,48.1333333333333,67,38.605602,-120.71307,942.535111111111,1.803,2.91144444444444,3.22244444444444,2.91144444444444,1.53719688888889,14.2083333333333,0.429960555824699
"278085","2019-01-15 06:00:00",15715,51.1555555555556,62.0222222222222,38.605602,-120.71307,942.626222222222,0.414666666666667,0.648111111111111,0.696,0.648111111111111,0.775316888888889,14.25,-0.254483444312182
"278902","2019-01-15 07:00:00",15715,53.2666666666667,57.3777777777778,38.605602,-120.71307,942.723555555556,0.21,0.124555555555556,0.267555555555556,0.124555555555556,0.896680444444444,14.2916666666667,-0.109055729620986
"279719","2019-01-15 08:00:00",15715,54,56.4242424242424,38.605602,-120.71307,942.67511627907,0.170271317829457,0.356208597603946,0.471289640591966,0.356208597603946,1.09930785059901,14.3333333333333,0.0946807550299327
"280530","2019-01-15 09:00:00",15715,53.9444444444444,57.8888888888889,38.605602,-120.71307,943.2045,0.397722222222222,0.724291666666667,0.808236111111111,0.724291666666667,1.1673955,14.375,0.154775199060234
"281336","2019-01-15 10:00:00",15715,53.1621621621622,60.8648648648649,38.605602,-120.71307,943.343902439024,0.998348714568227,1.78123928806856,1.99573170731707,1.78123928806856,1.46768290046144,14.4166666666667,0.383684898999211
"282142","2019-01-15 11:00:00",15715,53.3783783783784,62.3243243243243,38.605602,-120.71307,942.480465116279,1.11994028912634,2.07625078566939,2.36528598365808,2.07625078566939,1.49792297925833,14.4583333333333,0.404079468057794
"282947","2019-01-15 12:00:00",15715,54,64.3333333333333,38.605602,-120.71307,941.232222222222,0.897335858585859,1.69079545454545,1.89590909090909,1.69079545454545,1.12477681818182,14.5,0.117584632137325
"283746","2019-01-15 13:00:00",15715,54.04,63.92,38.605602,-120.71307,940.24380952381,2.41721904761905,3.74626666666667,4.01197142857143,3.74626666666667,2.23705973333333,14.5416666666667,0.805162384580336
"284535","2019-01-15 14:00:00",15715,54,67.8214285714286,38.605602,-120.71307,939.53,2.27001623376623,3.52751623376623,3.84237012987013,3.52751623376623,1.79003279220779,14.5833333333333,0.582233939354017
"285316","2019-01-15 15:00:00",15715,53.974358974359,68.1794871794872,38.605602,-120.71307,938.749555555556,3.34684615384615,5.17184615384615,5.68834188034188,5.17184615384615,2.62115507692308,14.625,0.963615089673408
"286091","2019-01-15 16:00:00",15715,53.5277777777778,65.7222222222222,38.605602,-120.71307,938.455714285714,0.327734126984127,0.68456746031746,0.797825396825397,0.68456746031746,0.479180015873015,14.6666666666667,-0.735678936153553
"286855","2019-01-15 17:00:00",15715,52.4285714285714,66.8095238095238,38.605602,-120.71307,938.322272727273,0.0775,0.182537878787879,0.213988095238095,0.182537878787879,0.12347841991342,14.7083333333333,-2.09168887572565
"287605","2019-01-15 18:00:00",15715,52.8571428571429,66.6428571428571,38.605602,-120.71307,938.52325,0.055,0.11025,0.188482142857143,0.11025,0.0997995714285711,14.75,-2.30459138997683
"288334","2019-01-15 19:00:00",15715,52,67.8076923076923,38.605602,-120.71307,938.488604651163,0.055,0.13093023255814,0.239038461538462,0.13093023255814,0.0113920572450805,14.7916666666667,-4.47483889930052
"273185","2019-01-15 00:00:00",15843,50.8444444444444,57.9333333333333,38.7349,-120.7102,911.273111111111,0.908444444444444,1.38977777777778,1.50988888888889,1.38977777777778,1.51232355555556,14,0.413647246633919
