"","ID","Date.Local","Latitude","Longitude","t","PM2.5"
"292","6_1_9","1/6/19",37.743065,-122.169935,5.291666667,5
"293","6_1_9","1/6/19",37.743065,-122.169935,5.333333333,4
"294","6_1_9","1/6/19",37.743065,-122.169935,5.375,6
"295","6_1_9","1/6/19",37.743065,-122.169935,5.416666667,2
"296","6_1_9","1/6/19",37.743065,-122.169935,5.458333333,1e-04
"297","6_1_9","1/6/19",37.743065,-122.169935,5.5,1e-04
"298","6_1_9","1/6/19",37.743065,-122.169935,5.541666667,3
"299","6_1_9","1/6/19",37.743065,-122.169935,5.583333333,4
"300","6_1_9","1/6/19",37.743065,-122.169935,5.625,4
"301","6_1_9","1/6/19",37.743065,-122.169935,5.666666667,2
"302","6_1_9","1/6/19",37.743065,-122.169935,5.708333333,1
"303","6_1_9","1/6/19",37.743065,-122.169935,5.75,4
"304","6_1_9","1/6/19",37.743065,-122.169935,5.791666667,4
"305","6_1_9","1/6/19",37.743065,-122.169935,5.833333333,3
"306","6_1_9","1/6/19",37.743065,-122.169935,5.875,6
"307","6_1_9","1/6/19",37.743065,-122.169935,5.916666667,7
"308","6_1_9","1/6/19",37.743065,-122.169935,5.958333333,5
"309","6_1_9","1/7/19",37.743065,-122.169935,6,2
"310","6_1_9","1/7/19",37.743065,-122.169935,6.041666667,3
"311","6_1_9","1/7/19",37.743065,-122.169935,6.083333333,1e-04
"312","6_1_9","1/7/19",37.743065,-122.169935,6.125,3
"313","6_1_9","1/7/19",37.743065,-122.169935,6.166666667,4
"314","6_1_9","1/7/19",37.743065,-122.169935,6.208333333,3
"315","6_1_9","1/7/19",37.743065,-122.169935,6.25,3
"316","6_1_9","1/7/19",37.743065,-122.169935,6.291666667,2
"317","6_1_9","1/7/19",37.743065,-122.169935,6.375,8
"318","6_1_9","1/7/19",37.743065,-122.169935,6.416666667,5
"319","6_1_9","1/7/19",37.743065,-122.169935,6.458333333,3
"320","6_1_9","1/7/19",37.743065,-122.169935,6.5,3
"321","6_1_9","1/7/19",37.743065,-122.169935,6.541666667,5
"322","6_1_9","1/7/19",37.743065,-122.169935,6.583333333,9
"323","6_1_9","1/7/19",37.743065,-122.169935,6.625,8
"324","6_1_9","1/7/19",37.743065,-122.169935,6.666666667,6
"325","6_1_9","1/7/19",37.743065,-122.169935,6.708333333,5
"326","6_1_9","1/7/19",37.743065,-122.169935,6.75,6
"327","6_1_9","1/7/19",37.743065,-122.169935,6.791666667,4
"328","6_1_9","1/7/19",37.743065,-122.169935,6.833333333,2
"329","6_1_9","1/7/19",37.743065,-122.169935,6.875,4
"330","6_1_9","1/7/19",37.743065,-122.169935,6.916666667,4
"331","6_1_9","1/7/19",37.743065,-122.169935,6.958333333,3
"332","6_1_11","1/1/19",37.814781,-122.282347,0,1
"333","6_1_11","1/1/19",37.814781,-122.282347,0.041666667,5
